id,age_group,gender,self_pref_roast,A_pref,B_pref,C_pref,D_pref,fav_sample
BGLvAQ,25-34 years old,Male,Light,3.0,4.0,2.0,5.0,Coffee C
YZo2x5,25-34 years old,Male,Light,1.0,3.0,3.0,5.0,Coffee D
ZdGxvo,35-44 years old,Male,Light,4.0,2.0,4.0,5.0,Coffee D
aBjWKB,25-34 years old,Male,Light,5.0,2.0,3.0,3.0,Coffee A
24b2lj,25-34 years old,Female,Medium,2.0,1.0,5.0,4.0,Coffee C
8dJ9RO,25-34 years old,Male,Light,4.0,1.0,3.0,5.0,Coffee D
MAr0PY,35-44 years old,Male,Light,5.0,4.0,3.0,4.0,Coffee A
lN0pzW,25-34 years old,Male,Light,4.0,3.0,4.0,5.0,Coffee D
NA4zdQ,25-34 years old,Male,Medium,2.0,5.0,3.0,3.0,Coffee B
GroMYZ,45-54 years old,Female,Dark,5.0,4.0,3.0,2.0,Coffee A
jB0KJx,18-24 years old,Male,Light,3.0,3.0,4.0,5.0,Coffee D
EPBpMN,45-54 years old,Male,Medium,4.0,4.0,2.0,4.0,Coffee A
24b2Vp,25-34 years old,Male,Light,4.0,2.0,1.0,5.0,Coffee D
1rbjEg,45-54 years old,Male,Light,4.0,2.0,1.0,5.0,Coffee D
6d1q4e,25-34 years old,Non-binary,Light,4.0,2.0,3.0,4.0,Coffee D
9d6eg4,25-34 years old,,Dark,4.0,5.0,4.0,3.0,Coffee C
jB0Kq9,55-64 years old,Female,Medium,1.0,1.0,4.0,4.0,Coffee C
zK0VO1,35-44 years old,Male,Light,4.0,3.0,2.0,4.0,Coffee A
g5QBpN,25-34 years old,Male,Light,5.0,3.0,2.0,5.0,Coffee D
9d6ey1,25-34 years old,Male,Light,5.0,4.0,3.0,5.0,Coffee D
RzZOqv,35-44 years old,,Light,4.0,2.0,1.0,5.0,Coffee C
vN0R6X,25-34 years old,Male,Light,5.0,4.0,1.0,4.0,Coffee A
EPBpo2,25-34 years old,Female,Medium,3.0,3.0,5.0,2.0,Coffee C
bl2aG2,25-34 years old,Male,Medium,4.0,3.0,4.0,3.0,Coffee A
QAxGkp,35-44 years old,Male,Light,2.0,4.0,2.0,4.0,Coffee D
ZdGxB5,55-64 years old,Male,Light,4.0,3.0,3.0,5.0,Coffee D
xd0G5k,25-34 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
J2Vy5K,25-34 years old,,Medium,3.0,3.0,5.0,3.0,Coffee C
J2VyvX,25-34 years old,Male,Medium,5.0,3.0,2.0,5.0,Coffee D
7dJQ9R,35-44 years old,Male,Medium,2.0,3.0,3.0,5.0,Coffee A
7dJQOz,25-34 years old,Male,Light,5.0,4.0,3.0,2.0,Coffee A
8dJ9Xl,18-24 years old,Male,Light,5.0,3.0,2.0,5.0,Coffee A
rl0XKo,25-34 years old,Male,Light,4.0,1.0,2.0,5.0,Coffee D
WAe4vv,55-64 years old,,Medium,2.0,4.0,4.0,2.0,Coffee C
OAjRqk,18-24 years old,Female,Dark,1.0,3.0,4.0,1.0,Coffee C
g5QBoJ,18-24 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
RzZO7j,18-24 years old,Male,Medium,1.0,3.0,4.0,2.0,Coffee C
8dJ9vP,25-34 years old,Female,Light,4.0,3.0,2.0,5.0,Coffee D
GroW6p,18-24 years old,Male,Light,2.0,3.0,3.0,5.0,Coffee D
YZo2Av,25-34 years old,Male,Medium,5.0,4.0,3.0,5.0,Coffee D
1rbjQ4,18-24 years old,Male,Light,4.0,1.0,2.0,3.0,Coffee A
421Z6r,45-54 years old,Male,Medium,3.0,5.0,3.0,3.0,Coffee B
PA2oG5,25-34 years old,Male,Medium,3.0,2.0,5.0,4.0,Coffee C
OAjv1R,25-34 years old,Male,Medium,2.0,4.0,3.0,2.0,Coffee B
lN0Q65,25-34 years old,Male,Light,5.0,3.0,3.0,5.0,Coffee C
DVXQzb,25-34 years old,Male,Nordic,2.0,3.0,3.0,4.0,Coffee D
DVXLgN,35-44 years old,Male,Medium,3.0,4.0,3.0,4.0,Coffee B
Al6kVz,35-44 years old,Male,Light,5.0,3.0,4.0,3.0,Coffee A
EPB9LA,35-44 years old,Male,Light,2.0,2.0,4.0,4.0,Coffee C
rl07A5,18-24 years old,Male,Medium,2.0,1.0,4.0,3.0,Coffee C
5dlRvv,35-44 years old,Male,Medium,2.0,3.0,4.0,3.0,Coffee C
5dlRb6,25-34 years old,Male,Light,5.0,4.0,3.0,1.0,Coffee A
aBjWWX,25-34 years old,Male,Nordic,3.0,4.0,2.0,5.0,Coffee D
RzZp4P,25-34 years old,Female,Medium,4.0,3.0,2.0,1.0,Coffee A
PA2KBx,25-34 years old,Non-binary,Dark,1.0,2.0,4.0,3.0,Coffee C
rl07PM,25-34 years old,Non-binary,Light,4.0,2.0,1.0,4.0,Coffee A
rl07dX,25-34 years old,Female,Dark,2.0,4.0,3.0,2.0,Coffee B
5dlRpZ,25-34 years old,Male,Light,5.0,4.0,3.0,2.0,Coffee A
5dlReZ,45-54 years old,Male,Light,5.0,3.0,3.0,5.0,Coffee D
xd0G4r,25-34 years old,Male,Light,3.0,2.0,3.0,5.0,Coffee D
9d6VR5,25-34 years old,Female,Medium,5.0,4.0,1.0,4.0,Coffee A
eBN46E,25-34 years old,Male,Light,5.0,2.0,4.0,4.0,Coffee A
pL0a41,25-34 years old,Male,Medium,4.0,3.0,3.0,5.0,Coffee D
rl07vR,35-44 years old,Male,Light,4.0,4.0,2.0,5.0,Coffee D
PA2K5d,35-44 years old,Female,Medium,2.0,4.0,3.0,4.0,Coffee B
LdElkp,45-54 years old,Male,Light,3.0,4.0,3.0,4.0,Coffee D
xd0KYG,35-44 years old,Male,Medium,3.0,5.0,4.0,4.0,Coffee B
zK0lA1,25-34 years old,Male,Medium,3.0,4.0,3.0,3.0,Coffee B
VZ9gJa,25-34 years old,Male,Nordic,5.0,2.0,2.0,4.0,Coffee A
pL0a6b,25-34 years old,Male,Medium,5.0,3.0,3.0,4.0,Coffee C
DVXQWR,45-54 years old,Male,Medium,4.0,3.0,2.0,2.0,Coffee A
LdEljG,18-24 years old,Male,Medium,2.0,3.0,4.0,1.0,Coffee C
xd0KbG,25-34 years old,Female,Dark,2.0,3.0,5.0,1.0,Coffee C
9d6Vk4,35-44 years old,Male,Light,4.0,1.0,2.0,5.0,Coffee D
pL0apZ,35-44 years old,Male,Light,3.0,4.0,4.0,4.0,Coffee D
rl077p,<18 years old,Male,Medium,4.0,1.0,4.0,5.0,Coffee B
WAeyxR,25-34 years old,Male,Light,4.0,3.0,4.0,5.0,Coffee D
BGLM4e,45-54 years old,,Light,4.0,4.0,3.0,3.0,Coffee B
GroWMQ,25-34 years old,Female,Light,4.0,2.0,3.0,5.0,Coffee D
aBjVYE,45-54 years old,Female,Medium,4.0,3.0,2.0,2.0,Coffee A
KMPbbz,25-34 years old,Male,Light,3.0,3.0,5.0,3.0,Coffee C
dYZr5V,45-54 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
yl0L7g,25-34 years old,Male,Medium,2.0,4.0,3.0,2.0,Coffee B
1rbq9p,25-34 years old,,Light,5.0,,3.0,4.0,Coffee A
eBNkMk,18-24 years old,Male,Dark,3.0,4.0,3.0,4.0,Coffee D
YZo82z,35-44 years old,Female,Medium,3.0,4.0,3.0,2.0,Coffee A
YZoN0J,25-34 years old,Male,Light,4.0,3.0,3.0,5.0,Coffee D
0EbX29,25-34 years old,Male,Medium,1.0,4.0,3.0,4.0,Coffee B
24bQXD,25-34 years old,Non-binary,Light,4.0,2.0,3.0,5.0,Coffee D
bl2bV6,25-34 years old,Male,Blonde,5.0,3.0,3.0,4.0,Coffee A
7dJ62P,45-54 years old,Female,Dark,1.0,4.0,3.0,2.0,Coffee B
DVXgkZ,25-34 years old,Male,Medium,5.0,4.0,2.0,3.0,Coffee A
PA2VO5,45-54 years old,Male,Medium,1.0,4.0,5.0,1.0,Coffee C
24bQeL,25-34 years old,Male,Light,3.0,4.0,2.0,5.0,Coffee D
YZo8eB,25-34 years old,Female,Medium,4.0,5.0,5.0,2.0,Coffee B
6d1adB,25-34 years old,Male,Medium,4.0,4.0,5.0,2.0,Coffee C
J2V52d,<18 years old,Female,Light,4.0,2.0,1.0,5.0,Coffee D
XeRXyj,25-34 years old,Male,Medium,4.0,5.0,1.0,3.0,Coffee B
421eNB,45-54 years old,Female,Dark,3.0,4.0,2.0,1.0,Coffee B
VZ92Pg,45-54 years old,Female,Medium,1.0,3.0,4.0,5.0,Coffee D
yl0Vvp,35-44 years old,Male,Light,5.0,3.0,2.0,4.0,Coffee A
QAxPXX,18-24 years old,Male,Light,5.0,4.0,1.0,3.0,Coffee A
dYZBzr,25-34 years old,Male,Medium,3.0,3.0,4.0,4.0,Coffee D
aBj7lZ,18-24 years old,Male,Light,4.0,1.0,2.0,5.0,Coffee D
dYZBeq,18-24 years old,Male,Medium,2.0,3.0,5.0,3.0,Coffee C
PA2VP1,35-44 years old,Male,Medium,5.0,2.0,3.0,4.0,Coffee A
qbY0XG,25-34 years old,Male,Light,4.0,1.0,3.0,5.0,Coffee D
7dJ6OZ,35-44 years old,Female,Medium,1.0,2.0,4.0,3.0,Coffee C
rl0zbN,25-34 years old,Male,Light,3.0,2.0,3.0,4.0,Coffee D
jB01jR,35-44 years old,,Light,5.0,3.0,3.0,3.0,Coffee A
8dJ7Bx,35-44 years old,Male,Light,5.0,2.0,2.0,3.0,Coffee A
bl2bP2,25-34 years old,Male,Light,5.0,2.0,3.0,4.0,Coffee B
xd0erk,18-24 years old,,Medium,5.0,2.0,3.0,4.0,Coffee A
WAev9L,35-44 years old,Prefer not to say,Medium,3.0,4.0,3.0,5.0,Coffee D
OAjWlM,35-44 years old,Male,Light,5.0,2.0,2.0,4.0,Coffee A
yl0W28,25-34 years old,,Medium,1.0,3.0,4.0,2.0,Coffee C
421gB5,25-34 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
6d1XeN,25-34 years old,,Light,4.0,2.0,3.0,5.0,Coffee D
NA4epN,35-44 years old,Male,Light,5.0,3.0,4.0,5.0,Coffee D
jB0OZ1,>65 years old,Male,Medium,5.0,3.0,3.0,1.0,Coffee A
RzZ70j,35-44 years old,Male,Light,3.0,1.0,4.0,5.0,Coffee D
dYZ5bD,35-44 years old,Female,Light,4.0,5.0,1.0,3.0,Coffee B
LdERNp,45-54 years old,Male,Dark,4.0,5.0,4.0,4.0,Coffee B
vN0QGX,25-34 years old,Male,Light,4.0,2.0,2.0,5.0,Coffee D
PA2VKd,25-34 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
421g1O,25-34 years old,,,2.0,1.0,,5.0,Coffee D
VZ9k9a,35-44 years old,Male,Medium,4.0,3.0,3.0,5.0,Coffee D
6d1XRP,25-34 years old,Male,Light,4.0,3.0,1.0,5.0,Coffee D
ZdGpev,25-34 years old,Male,Light,5.0,4.0,2.0,3.0,Coffee A
g5QRJ1,25-34 years old,Female,Light,4.0,3.0,2.0,1.0,Coffee A
0EbpD0,25-34 years old,Male,Light,5.0,2.0,3.0,4.0,Coffee A
421ga5,25-34 years old,Male,Medium,1.0,3.0,5.0,1.0,Coffee C
0EbpkQ,25-34 years old,Male,Light,4.0,1.0,3.0,4.0,Coffee D
EPB4JX,25-34 years old,Female,Light,5.0,2.0,3.0,5.0,Coffee A
KMPqxg,18-24 years old,Male,Dark,1.0,5.0,4.0,2.0,Coffee B
VZ92pM,25-34 years old,Male,Light,3.0,2.0,1.0,5.0,Coffee D
QAx6zA,25-34 years old,Non-binary,Light,4.0,2.0,3.0,5.0,Coffee D
ZdGpJo,25-34 years old,Male,Light,3.0,4.0,2.0,5.0,Coffee D
24bMRg,25-34 years old,Male,Light,4.0,4.0,3.0,5.0,Coffee D
EPB4Pr,25-34 years old,Male,Medium,4.0,3.0,3.0,5.0,Coffee D
yl0Wkd,25-34 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
dYZ5VV,25-34 years old,Male,Medium,2.0,3.0,4.0,5.0,Coffee D
7dJ852,18-24 years old,Male,Dark,3.0,5.0,4.0,2.0,Coffee B
VZ9ky6,45-54 years old,Male,Medium,1.0,4.0,1.0,1.0,Coffee B
zK0a8M,18-24 years old,,Dark,4.0,3.0,3.0,4.0,Coffee A
0EbpWj,25-34 years old,Male,Light,2.0,4.0,2.0,5.0,Coffee D
yl0W8X,18-24 years old,Male,Light,3.0,3.0,2.0,4.0,Coffee D
PA2aJe,25-34 years old,Female,Light,5.0,2.0,3.0,4.0,Coffee A
5dly0Z,35-44 years old,Female,Light,1.0,2.0,3.0,1.0,Coffee C
VZ9kRv,18-24 years old,Female,Medium,1.0,3.0,3.0,1.0,Coffee B
ZdGpqy,55-64 years old,Female,Medium,2.0,5.0,4.0,2.0,Coffee B
rl0zKv,25-34 years old,Female,Dark,3.0,4.0,5.0,2.0,Coffee C
24bM69,25-34 years old,Male,Medium,3.0,1.0,4.0,4.0,Coffee D
24bMXM,55-64 years old,Male,Light,5.0,3.0,3.0,4.0,Coffee A
ZdGpAe,55-64 years old,,Medium,3.0,4.0,3.0,3.0,Coffee B
24bMBM,55-64 years old,Male,Dark,2.0,3.0,4.0,5.0,Coffee D
24bMKD,25-34 years old,Male,Medium,1.0,5.0,4.0,2.0,Coffee C
eBNdrx,35-44 years old,Non-binary,Light,3.0,4.0,3.0,5.0,Coffee D
5dlyld,35-44 years old,Male,Medium,4.0,1.0,3.0,2.0,Coffee A
6d1XAe,18-24 years old,,Light,3.0,5.0,3.0,4.0,Coffee B
rl0XqM,45-54 years old,Male,Medium,2.0,5.0,4.0,1.0,Coffee B
Al6V2y,35-44 years old,Male,Medium,4.0,4.0,4.0,3.0,Coffee C
0EbpQP,35-44 years old,Male,Medium,3.0,5.0,4.0,3.0,Coffee B
ZdG06a,25-34 years old,Male,Medium,2.0,4.0,4.0,3.0,Coffee B
EPB2aL,25-34 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
bl2BVe,25-34 years old,Male,Light,1.0,5.0,2.0,3.0,Coffee B
XeRVlO,35-44 years old,Male,Medium,2.0,2.0,4.0,1.0,Coffee C
OAjpDK,25-34 years old,,,4.0,2.0,3.0,,Coffee D
RzZXGp,25-34 years old,Male,Light,4.0,5.0,4.0,4.0,Coffee B
dYZLxV,35-44 years old,Male,Light,3.0,4.0,3.0,5.0,Coffee D
NA4KXN,25-34 years old,Male,Medium,3.0,3.0,4.0,2.0,Coffee C
5dl6vZ,18-24 years old,,Nordic,4.0,1.0,1.0,4.0,Coffee D
LdEAbJ,25-34 years old,Male,Light,3.0,2.0,1.0,5.0,Coffee D
jB0dQ1,25-34 years old,Male,Medium,2.0,4.0,1.0,3.0,Coffee B
24bqre,55-64 years old,Male,Medium,2.0,4.0,1.0,1.0,Coffee B
LdEAEv,25-34 years old,Male,Light,4.0,2.0,2.0,4.0,Coffee D
jB0d5a,35-44 years old,,Medium,2.0,4.0,4.0,2.0,Coffee C
EPBjLB,25-34 years old,Male,Medium,3.0,3.0,5.0,1.0,Coffee C
xd0kZv,35-44 years old,Non-binary,Medium,5.0,3.0,2.0,4.0,Coffee A
421WvY,25-34 years old,Male,Light,4.0,3.0,3.0,5.0,Coffee D
J2VaJR,55-64 years old,Male,Medium,3.0,3.0,3.0,4.0,Coffee D
xd0kly,25-34 years old,Female,Dark,3.0,5.0,3.0,2.0,Coffee B
aBjb9E,18-24 years old,Male,Light,1.0,4.0,3.0,4.0,Coffee B
24bqRp,25-34 years old,Male,Light,4.0,1.0,3.0,5.0,Coffee D
RzZXbd,35-44 years old,Male,Medium,4.0,3.0,4.0,2.0,Coffee A
dYZLJV,25-34 years old,Male,Light,4.0,1.0,2.0,5.0,Coffee D
ZdG4ya,25-34 years old,Female,Medium,4.0,3.0,2.0,1.0,Coffee B
RzZX9K,25-34 years old,Male,Dark,3.0,4.0,2.0,1.0,Coffee B
24bqlL,55-64 years old,Male,Medium,3.0,3.0,4.0,2.0,Coffee C
BGLOW1,25-34 years old,Prefer not to say,Light,3.0,2.0,1.0,4.0,Coffee D
421W6r,25-34 years old,Male,Medium,3.0,2.0,3.0,4.0,Coffee C
OA81Q7,25-34 years old,,Light,5.0,,2.0,4.0,Coffee A
kY0D2o,25-34 years old,Male,Light,3.0,2.0,5.0,4.0,Coffee C
qbYx9g,25-34 years old,Female,Light,1.0,2.0,3.0,2.0,Coffee C
WAl9Oj,25-34 years old,,Light,3.0,2.0,5.0,1.0,Coffee C
XeOlxj,25-34 years old,Male,Medium,4.0,5.0,3.0,2.0,Coffee B
pL0jMZ,25-34 years old,Male,Medium,4.0,4.0,2.0,4.0,Coffee A
Rz8KDl,25-34 years old,,Light,3.0,4.0,5.0,1.0,Coffee C
AlWPBB,18-24 years old,Male,Medium,1.0,4.0,4.0,5.0,Coffee D
blNVVL,25-34 years old,Male,Medium,1.0,5.0,4.0,2.0,Coffee B
xd9xaJ,25-34 years old,Male,Light,2.0,2.0,3.0,4.0,Coffee D
5dEKdb,25-34 years old,Male,Light,3.0,4.0,5.0,3.0,Coffee C
MA8KaY,35-44 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
WAeGGN,35-44 years old,Male,Medium,4.0,3.0,1.0,5.0,Coffee A
9d2GlK,18-24 years old,Male,Medium,3.0,2.0,5.0,4.0,Coffee C
24O8PA,18-24 years old,Male,Light,4.0,2.0,1.0,3.0,Coffee A
jBGDW1,55-64 years old,Male,Medium,1.0,5.0,4.0,1.0,Coffee B
VZoE4y,25-34 years old,Male,Light,4.0,2.0,4.0,5.0,Coffee D
XeRVRg,35-44 years old,Male,Medium,5.0,2.0,3.0,4.0,Coffee A
yleZ08,35-44 years old,Female,Dark,4.0,5.0,3.0,1.0,Coffee B
VZoEby,25-34 years old,Male,Light,4.0,2.0,2.0,5.0,Coffee D
g5WjNP,25-34 years old,Male,Blonde,1.0,3.0,2.0,1.0,Coffee B
Rz8KZK,35-44 years old,Male,Dark,3.0,5.0,2.0,1.0,Coffee B
Ld51Vj,25-34 years old,Male,Medium,2.0,4.0,3.0,1.0,Coffee B
QA82OG,35-44 years old,Female,Dark,1.0,3.0,4.0,2.0,Coffee C
vNqjz0,25-34 years old,Male,Medium,2.0,1.0,3.0,4.0,Coffee D
vNqj6d,25-34 years old,,Light,3.0,4.0,1.0,2.0,Coffee B
J28KbJ,25-34 years old,Female,Medium,5.0,3.0,3.0,4.0,Coffee A
kYOaKo,25-34 years old,Female,Medium,2.0,3.0,4.0,1.0,Coffee C
blNVJE,25-34 years old,Male,Medium,2.0,5.0,4.0,1.0,Coffee B
1rGP7O,18-24 years old,Male,Light,5.0,5.0,5.0,5.0,Coffee D
OA81vM,35-44 years old,Male,Dark,2.0,4.0,3.0,1.0,Coffee B
OA81RM,35-44 years old,Male,Medium,2.0,4.0,3.0,4.0,Coffee B
YZVD76,35-44 years old,Male,Medium,4.0,1.0,5.0,2.0,Coffee C
OA81MA,35-44 years old,Female,Medium,4.0,2.0,3.0,5.0,Coffee D
PA8jVx,35-44 years old,Female,Dark,2.0,3.0,4.0,1.0,Coffee C
zKWXB8,25-34 years old,,Medium,3.0,2.0,4.0,4.0,Coffee C
MA8K0E,18-24 years old,Female,Dark,2.0,3.0,5.0,3.0,Coffee C
qbjZNG,25-34 years old,Male,Medium,5.0,4.0,3.0,4.0,Coffee A
42PXe5,25-34 years old,Male,Medium,4.0,1.0,3.0,5.0,Coffee D
8djo9k,35-44 years old,Female,Medium,2.0,3.0,4.0,1.0,Coffee C
xd9x9d,18-24 years old,Female,Medium,4.0,5.0,3.0,1.0,Coffee B
zKWXVZ,25-34 years old,Male,Light,4.0,3.0,2.0,1.0,Coffee D
6dr82B,25-34 years old,,Light,4.0,,3.0,5.0,Coffee D
OA8Dag,25-34 years old,Female,Dark,3.0,5.0,4.0,2.0,Coffee B
5dEBbE,25-34 years old,Male,Dark,2.0,3.0,4.0,1.0,Coffee B
42PXVo,18-24 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
eB9qre,35-44 years old,Male,Light,5.0,2.0,1.0,4.0,Coffee A
dYQWYA,25-34 years old,,Medium,1.0,3.0,5.0,4.0,Coffee D
g5WD9l,35-44 years old,Male,Light,4.0,4.0,4.0,2.0,Coffee C
Ld51Zj,18-24 years old,Male,Medium,5.0,3.0,1.0,3.0,Coffee A
NA8pBb,25-34 years old,,Medium,1.0,5.0,5.0,1.0,Coffee B
42P41o,25-34 years old,Male,Medium,4.0,4.0,2.0,4.0,Coffee A
OA8DVY,25-34 years old,,Medium,3.0,5.0,4.0,2.0,Coffee B
PA8dEQ,25-34 years old,Male,Medium,3.0,2.0,5.0,4.0,Coffee C
VZoLb6,25-34 years old,Female,Light,3.0,4.0,1.0,2.0,Coffee B
aBZQA2,25-34 years old,Male,Light,4.0,2.0,2.0,5.0,Coffee D
OA8Dka,25-34 years old,Male,Light,5.0,2.0,3.0,4.0,Coffee B
g5WDkJ,25-34 years old,Female,Dark,1.0,3.0,4.0,2.0,Coffee C
oAlb5N,25-34 years old,Male,Medium,5.0,3.0,1.0,4.0,Coffee A
8dj16r,25-34 years old,Female,Medium,3.0,4.0,3.0,5.0,Coffee D
QA8KkY,35-44 years old,Female,Light,4.0,1.0,4.0,4.0,Coffee D
rl2jYo,35-44 years old,Female,Dark,4.0,5.0,2.0,1.0,Coffee B
EP8kYr,35-44 years old,Male,Medium,2.0,3.0,4.0,1.0,Coffee C
ylePpg,18-24 years old,Male,Medium,2.0,3.0,5.0,4.0,Coffee C
GrYx7e,25-34 years old,,Medium,5.0,3.0,4.0,5.0,Coffee D
8dj1jk,35-44 years old,Male,Light,4.0,2.0,2.0,5.0,Coffee D
6dr8pN,25-34 years old,Male,Medium,4.0,4.0,2.0,2.0,Coffee A
PA8dLV,25-34 years old,Male,Light,5.0,4.0,3.0,2.0,Coffee A
DV04PZ,18-24 years old,Male,Medium,2.0,3.0,4.0,3.0,Coffee C
9d2qaV,18-24 years old,Male,Medium,2.0,5.0,5.0,1.0,Coffee B
PA8jy5,35-44 years old,Female,Light,3.0,2.0,4.0,5.0,Coffee D
XeOxkY,25-34 years old,Male,Light,4.0,3.0,3.0,4.0,Coffee D
AlW7kW,25-34 years old,Non-binary,Light,4.0,2.0,2.0,5.0,Coffee D
g5WDB1,25-34 years old,Male,Light,3.0,4.0,2.0,4.0,Coffee D
VZoLrE,25-34 years old,Female,Light,4.0,2.0,3.0,5.0,Coffee D
QA8Kgl,25-34 years old,Male,Light,2.0,3.0,4.0,1.0,Coffee C
YZVjaW,25-34 years old,Male,Nordic,5.0,2.0,1.0,4.0,Coffee A
24OEMb,25-34 years old,Male,Medium,2.0,3.0,4.0,1.0,Coffee C
Rz8GXv,25-34 years old,Female,Medium,3.0,4.0,2.0,1.0,Coffee B
vNqjL4,18-24 years old,Female,Medium,2.0,4.0,5.0,2.0,Coffee C
zKWxaE,55-64 years old,Male,Dark,3.0,4.0,4.0,2.0,Coffee B
aBZQ8y,55-64 years old,Female,Medium,2.0,5.0,2.0,1.0,Coffee B
NA8q7O,25-34 years old,Female,Light,4.0,3.0,2.0,5.0,Coffee D
eB955Q,>65 years old,Male,Medium,3.0,4.0,5.0,2.0,Coffee C
dYQb6K,25-34 years old,Male,Light,4.0,2.0,2.0,5.0,Coffee D
aBZNLW,35-44 years old,Female,Light,5.0,5.0,4.0,2.0,Coffee B
jBGe9E,25-34 years old,Male,Light,4.0,2.0,3.0,4.0,Coffee D
rl2y5l,25-34 years old,Female,Dark,3.0,4.0,3.0,3.0,Coffee B
KM8plV,25-34 years old,Male,Medium,3.0,3.0,5.0,3.0,Coffee C
ZdP9R0,25-34 years old,Male,Dark,1.0,2.0,3.0,4.0,Coffee D
rl2DLl,55-64 years old,Female,Medium,4.0,4.0,3.0,1.0,Coffee B
aBZOZ9,35-44 years old,Male,Light,1.0,4.0,4.0,2.0,Coffee C
pL4eJZ,35-44 years old,Male,Medium,2.0,4.0,3.0,1.0,Coffee B
42Pazo,35-44 years old,Male,Light,4.0,2.0,3.0,3.0,Coffee A
9d2N4K,25-34 years old,Non-binary,Medium,2.0,3.0,4.0,1.0,Coffee C
XeO52V,25-34 years old,Male,Light,3.0,2.0,4.0,5.0,Coffee D
EP8qA2,45-54 years old,Male,Dark,3.0,5.0,4.0,2.0,Coffee B
EP8zro,25-34 years old,Male,Medium,3.0,5.0,4.0,3.0,Coffee B
AlWPgo,35-44 years old,Female,Medium,3.0,4.0,3.0,2.0,Coffee B
AlWrjN,35-44 years old,Male,Medium,5.0,2.0,4.0,3.0,Coffee A
aBZOvy,25-34 years old,Non-binary,Light,5.0,3.0,3.0,4.0,Coffee A
xd9xzr,25-34 years old,Non-binary,Medium,3.0,4.0,5.0,4.0,Coffee C
VZopvE,35-44 years old,Male,Medium,5.0,2.0,3.0,4.0,Coffee D
eB9ZWo,35-44 years old,Male,French,1.0,1.0,2.0,2.0,Coffee C
24Ojye,55-64 years old,Male,Light,3.0,3.0,3.0,1.0,Coffee B
8djNDz,25-34 years old,Female,Medium,1.0,5.0,4.0,3.0,Coffee A
eB95oJ,25-34 years old,Female,Medium,2.0,3.0,5.0,2.0,Coffee C
Rz8Wyj,25-34 years old,Male,Medium,4.0,2.0,3.0,4.0,Coffee D
PA8RQB,35-44 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
blN5jL,18-24 years old,Male,Medium,4.0,5.0,4.0,4.0,Coffee B
5dEXJ6,18-24 years old,Male,Light,2.0,3.0,1.0,4.0,Coffee D
xd9x8J,25-34 years old,Male,Dark,3.0,4.0,2.0,4.0,Coffee B
vNqX5D,35-44 years old,Male,Light,3.0,3.0,4.0,1.0,Coffee C
XeO56Y,25-34 years old,Female,Dark,1.0,4.0,2.0,5.0,Coffee D
xd9Vbv,45-54 years old,Female,Medium,1.0,4.0,4.0,3.0,Coffee B
pL4eYB,25-34 years old,Female,Medium,1.0,3.0,5.0,1.0,Coffee C
NA8qGQ,35-44 years old,Male,Light,2.0,4.0,1.0,4.0,Coffee D
0EoV9y,35-44 years old,Female,Light,3.0,5.0,2.0,4.0,Coffee C
J281Nd,35-44 years old,Male,Medium,2.0,2.0,3.0,1.0,Coffee C
DV0q8R,25-34 years old,Non-binary,Medium,3.0,4.0,4.0,1.0,Coffee C
QA8oy1,35-44 years old,Female,Light,4.0,2.0,1.0,4.0,Coffee A
6drDoB,25-34 years old,Male,Light,4.0,3.0,3.0,5.0,Coffee D
VZopRa,>65 years old,Male,Dark,4.0,3.0,5.0,4.0,Coffee C
aBZ95W,25-34 years old,Male,Medium,4.0,3.0,3.0,2.0,Coffee A
9d2GA1,25-34 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
GrY6x2,18-24 years old,Male,Light,5.0,3.0,1.0,4.0,Coffee A
g5WaaK,35-44 years old,Male,Dark,1.0,4.0,2.0,3.0,Coffee B
BG8EjA,25-34 years old,Male,Dark,1.0,4.0,4.0,3.0,Coffee B
aBZ9GX,18-24 years old,Female,Medium,4.0,4.0,3.0,5.0,Coffee D
aBZOMB,35-44 years old,Female,Dark,1.0,4.0,3.0,2.0,Coffee B
AlWzdy,45-54 years old,,Light,4.0,3.0,4.0,4.0,Coffee A
jBGZ74,18-24 years old,Male,Light,4.0,3.0,2.0,3.0,Coffee A
rl2Djp,35-44 years old,Male,Light,2.0,4.0,4.0,1.0,Coffee C
zKWjyE,25-34 years old,Male,Light,4.0,2.0,1.0,5.0,Coffee D
9d2BvV,35-44 years old,Male,Medium,5.0,4.0,2.0,3.0,Coffee A
KM8za7,25-34 years old,,Light,2.0,4.0,3.0,1.0,Coffee B
GrY6re,35-44 years old,Male,Medium,2.0,4.0,2.0,5.0,Coffee D
OA8aLg,25-34 years old,Female,Light,3.0,4.0,2.0,5.0,Coffee D
